design_id,patch_length_mm,patch_width_mm,substrate_er,substrate_h_mm,feed_position,ground_ratio,resonant_freq_GHz,bandwidth_MHz,gain_dBi,efficiency_pct,min_s11_dB
21,29.03202875653963,38.76579704516651,3.078515624900004,2.807920286237556,0.32374527332230285,1.588807274131635,2.944714484743484,7.591317542288631,5.44188180686613,80.32710939556634,-13.015471001921327
22,35.482953822333684,38.061393142104855,3.3497259062369196,1.7126165052167979,0.33512046048144917,1.3504374070632654,2.309760005067509,2.91036628196875,4.765902602721871,71.00736077327677,-31.945275164762098
23,31.733659745819057,30.470507984543044,4.655692484772004,2.9870510704887794,0.25406614571346176,1.2308132638206446,2.1906800578670462,5.326482250408857,4.161426052628176,70.01710153667716,-20.52872553741707
24,28.330705320327485,27.644837917167326,6.551218277932161,2.1556066361920103,0.2646679018246464,1.9701012272042495,2.068582457359981,4.333218828408106,3.0287456590623223,56.80067615769317,-23.845555131932215
25,31.673301477106648,38.903273033373345,8.079937587998112,3.1403633308146515,0.282599566441218,1.253112594778429,1.666072597386847,4.275441660406309,2.2247591144430516,51.185102409604866,-18.80014570912332
26,19.688767415595347,33.333286091965434,8.412194331517762,1.0432139120972213,0.31847694612621913,1.3738155154768448,2.626746014416194,3.6408848109007224,2.9174945426566077,44.317338387291116,-22.30802663363828
27,20.853659668669422,23.106417110153906,5.3681527669257445,2.956412919962619,0.27878870946473644,1.789969491506218,3.104534884573268,11.934929871756577,3.7078084503304263,69.51121662055957,-24.648133879505295
28,16.84789692636867,36.21128880806903,2.730235524689512,1.8810950223722391,0.12520004352241706,1.7588869256046094,5.388222307555576,16.270638389288145,5.514320606200432,79.60851315639442,-10.856377239538006
29,18.811421391664883,35.035313708067534,4.3262407350051735,1.9683492816332002,0.13030791238887388,1.336200275527409,3.833666288116954,10.459001030117912,5.08417973518401,66.82312420815852,-15.76241176474863
30,28.929283715634636,26.33660485529945,3.1978260317169243,2.3788242551819128,0.19221426200054625,1.7026296798002623,2.8995203527718454,6.417444733567634,4.82110935237666,73.91002803836281,-20.51082693786967
31,12.763148198352255,20.5390182181545,8.249573953353812,2.6560898225461407,0.3607469966603173,1.7669284663622964,4.091830987584297,23.04589516433727,3.1060409605970567,53.7855106313891,-34.96113777409472
32,23.011035180385843,20.876855347553366,8.824457806286405,0.9839815458115315,0.32818300189037586,1.4237040890560355,2.1943762147234396,2.465452645025708,1.765884639475662,45.05380919656772,-13.627508133308684
33,22.925882899889313,26.530014040292592,9.40645637080604,1.6726878985172835,0.34905169736986164,1.4428336672451678,2.1333011452684576,4.096400709833094,2.150715355307228,44.35065285543696,-26.236692957872023
34,24.810552929509186,36.176404514803345,9.195148484376436,2.6300255537744137,0.3147373559648591,1.6970583300737212,1.993771770627742,5.685955538149508,2.045145079914218,46.07765399803584,-24.726941665139154
35,22.774908708874836,22.712140437907593,4.5700495254939355,2.0378839522876326,0.14048708547025587,1.7656461141466877,3.08087558793535,7.460030157683781,4.850346249849794,70.17971507242942,-25.054112345485457
36,19.36783668917396,13.25137740539557,6.192961280663328,1.5860142680542768,0.3705731388737188,1.858929698468606,3.1121531616597156,6.951207748041649,2.7426907071446585,62.74801240452942,-12.235516114171723
37,22.790539208884244,19.756332093368616,6.592680791014747,2.853341066512689,0.397056213116846,1.990808339325691,2.563336576142229,8.85076925099329,3.024543700494064,61.821265986935124,-31.429322612200977
38,36.80167489351404,10.305434789150546,7.994599190657484,2.2516344465222207,0.14326848790428667,1.5875127159540494,1.4415354500716395,2.3505726918388063,1.2008974934553744,51.34372789243665,-21.315692206123547
39,38.324800546116386,36.337962319946456,8.357181846645075,1.5238413052463677,0.37618602268444545,1.234665756378001,1.3538839182250075,1.391006821860445,2.0181400493283146,49.800757846625686,-13.489029830590393
40,25.055100276530094,17.41189841911872,5.705328130658604,2.9042078441757484,0.30433629987536015,1.2921047506415768,2.5064254997065114,7.545518415657509,3.3480272036787704,65.2801230920328,-39.62387137851965
41,28.718588553763336,38.76089509505574,4.473819264012013,2.54226756570234,0.19615694376547588,1.8240147617093325,2.4693858192374116,5.944836492503425,4.802474125577382,72.04078413413289,-13.22710834185273
42,13.468551852378871,21.370745866150376,4.386192341509888,1.7635775301370429,0.10042727170419781,1.6676094691674204,5.31773290729724,18.685722496663683,4.6288803215037335,70.26969129411596,-22.6661525130515
43,19.518564454609628,25.98232640898923,6.59619636494942,2.2556560174001334,0.26742997569816274,1.4299423816356793,2.9922411969562566,9.090619357700538,3.1846287922717402,58.229450080441964,-26.068992735289868
44,22.44478635860895,32.81924263123404,8.202834944232148,2.728130561164096,0.3869067524316706,1.555290696219733,2.3334247323662667,7.537931438426903,2.785996367660608,51.439765610505034,-12.235978866936268
45,35.98927473650098,11.216324070423479,10.00893984089214,1.0851373549020065,0.15464340802893184,1.3727734283278077,1.317419613506564,1.0390344978288135,1.1203620308503037,40.0,-30.54566143021956
46,17.5136609618952,22.32750403565914,6.789694099608912,2.64477431258671,0.3646624669630868,1.3804959788854396,3.286920626959369,12.992416144266807,3.3985855663323985,58.471668703056814,-26.451976489322732
47,24.49102792788113,22.034047781574564,3.8499865808093023,1.4292570820822643,0.1686561212994537,1.3020682099494822,3.121437457399049,4.735258986683988,4.655240623902402,72.46408299472765,-13.232491555673253
48,39.56679356832115,11.148057677118198,8.772194882742355,1.7245248528364103,0.3979808748094734,1.9726083637379737,1.2799890849150335,1.5362485258911682,1.0857699614336604,46.25755144494705,-28.04500719387247
49,25.58455357779428,31.016040866555475,7.283797545539115,1.2721418304129508,0.10036394538273524,1.9025962750561218,2.1723734314238126,2.957070723095796,2.7979021726786404,54.26416813664997,-12.98015130895935
50,28.38683577288903,32.772237124796625,4.977837953866606,1.6066582541036842,0.3546491296068299,1.9899680620702043,2.3683936961826713,3.6966325479377122,3.913902270472441,63.18997304813111,-29.511894645210887
51,13.618859979709713,27.83845470621456,9.364102692490153,2.368439004111883,0.33139129999873995,1.9195168423580131,3.5992948117806036,17.160319038089085,2.6585190045836624,41.8503642732625,-35.95600400985226
52,34.790224015205,22.7775043730222,7.16438721090967,2.8838226449135456,0.3047824814513157,1.4066724055796633,1.6108107114526802,3.5030201580144777,2.6135380114935747,61.65946248927526,-24.388208255443875
53,28.091803852327818,15.868305790102985,7.296779663065082,2.712101880921849,0.30353881467855953,1.6657808835273722,1.9767239106276941,5.120519672911461,2.3953284051292227,58.64362292179859,-17.8823852339642
54,26.352040193993947,15.818891140608002,3.252441082974106,3.027721623299265,0.14787023018641776,1.8786795377102705,3.156256542654659,9.907634941123172,4.4892609842824225,77.18233936290252,-33.75518106509633
55,20.282915013229253,30.128675740653428,8.480527530424016,2.0262758219487313,0.2616016452798312,1.3450511569322152,2.5395072319879564,6.619907787015647,2.6377597352177786,49.25344477358875,-33.182785605832805
56,19.12362367081552,24.58595849905487,9.599570814820957,3.1850157982824308,0.20671186436109162,1.2716764066580193,2.5316004370464915,10.930824271135176,2.283630867268387,47.09206196923456,-19.998137926188157
57,22.51066633074105,29.555837496582665,9.759767421258044,1.9095412010006765,0.2722815905479087,1.2435855790183041,2.1329622748311556,4.679037467310258,1.9584698211905427,41.21400255605776,-34.91832448802984
58,30.439022973783896,37.54091102798326,2.219233028508193,3.0268749588890334,0.35456958257616367,1.3250150099700981,3.3079512221643173,8.568197949485183,5.4854407866739825,83.68411520894665,-24.21903019357036
59,36.26370525385525,29.105953447875066,5.689267045150485,1.171847500063825,0.2663133854656631,1.5405853030359467,1.7341670222092405,1.4874607556625443,3.0557155119092045,57.63604229909043,-26.97199029150248
60,25.312670124340332,11.95424975208456,4.972103197787446,1.0335162125683113,0.3376537796579824,1.2551349643576235,2.6575609436714704,2.8089312520943124,3.543777322341164,63.44635306659004,-10.920576627163939
61,30.079413488868166,30.035811971974955,4.239214641853859,1.5475780229286469,0.3727931519878285,1.6240634559213616,2.422028181089255,3.3315642260083904,3.796088799625796,69.56421751760533,-34.514483024685134
62,27.578096576866386,10.600181572961828,2.7558947996915455,1.1932848512927356,0.1282824781336717,1.9670785648957538,3.276390464202941,3.902037786302069,4.2311181654506225,75.91669436645816,-13.381299847770403
63,28.747105062868,38.60608200572816,5.0530256467948025,2.188972709261615,0.22690188132373076,1.859724654349147,2.321247193090575,4.821365597437962,4.329688160839769,67.73582485400709,-35.1675747545907
64,30.240671529634742,17.923643948690344,7.241529503275206,2.0557278961034724,0.20685902795179717,1.2639861465125997,1.8432518391107138,3.246226493841939,2.472516861057537,56.62674883599324,-20.781194470347256
65,35.27027312860772,26.20647255015775,9.773737623861766,2.923028059876395,0.32003883377904097,1.3678160154129482,1.360354501768506,2.9476854100673577,0.7854766355481709,43.169099586763096,-11.53459125076997
66,12.495849649973163,28.14846501992409,4.590976943072359,2.392836525847666,0.2430985558465515,1.855235601654171,5.602384503996208,29.2521758576007,5.282846179741927,67.21261134343789,-14.353291569585195
67,32.910485243300144,16.49825528651521,4.9894029342198305,1.3173962785964286,0.11719226251500663,1.3853110829031727,2.0404816065248768,2.138885657542356,3.332312140738702,62.707798988903164,-38.427448127184704
68,17.30999123610622,14.031632159553636,6.895776026885206,1.7416730707622308,0.3830663156723759,1.7979955427745904,3.2999156387551034,9.009665973994814,2.717680347316059,57.357421617339995,-29.61381111421136
69,15.826688817363127,34.17580628269207,8.630103853674255,2.685883717953649,0.3805212125645482,1.4165168961917498,3.2262140980585516,14.376454279476187,2.782698323136204,52.15539286212862,-30.632248222029816
70,27.17370872474419,30.773154942320772,8.713544293311973,1.5776091075161498,0.32784224495668074,1.5009832488424875,1.8700142740985826,2.87182662382202,2.1653318210344508,46.66455527756257,-17.67571179252115
71,12.871375498371615,28.35372342459458,6.573984563201554,3.112804319683184,0.17912261161742793,1.445443642835687,4.545189124562867,28.936052677154105,4.181036331550623,61.845754170327005,-15.678441280710203
72,36.55980478825418,15.165512305369983,5.407922771531961,0.8213235358296433,0.18644877635446122,1.3381673280286062,1.764298847469796,1.033601779669784,2.896215723356878,58.137231777927504,-13.54077998224503
73,28.81746916153806,32.67126879330062,5.629906131262391,1.2513534542917746,0.2514297800695018,1.7206154202586936,2.1937384389081145,2.567954099882403,3.627574641421318,62.02211959519275,-28.01788822162984
74,31.70249074569864,29.399721398124058,7.979961876437074,0.81419310583312,0.2890859061408575,1.340409354191081,1.6749331044696176,1.1219876333931733,2.5572989059787754,49.638036138867335,-23.819101142313755
75,10.483876200850505,27.44550742554183,9.954673021923277,1.8078934820796093,0.3672300483050758,1.7380592969041164,4.534776374889664,21.112077215728892,2.045138041800595,41.020514487054164,-25.943858968594647
76,27.832956383351274,23.72335552549559,9.728385759053772,2.9625957519537227,0.27852643673982475,1.410952212268222,1.7278718463497302,4.82696675542824,1.4678444300879696,45.401680610307004,-39.736076537441534
77,26.70355577182866,14.928898657106103,6.4184661629746795,1.2163334964398511,0.3781420620283473,1.5347438482540967,2.217208507750666,2.679328102101898,3.2975585776188527,58.76644733545442,-29.763182816037027
78,14.768789324341682,15.68021413784874,8.111888619262551,1.8490071757204474,0.20018789952197796,1.648717156861671,3.56603313485431,11.961482569669098,1.9991911320646345,52.79541742261786,-24.56724552692274
79,14.592115453743194,34.84557458375056,6.0077892030177615,1.134324016819232,0.3594910753282732,1.4268354699244428,4.193876707821332,8.568175221192494,3.538504982073484,56.88618418144426,-20.63536321071463
80,30.86588586312733,16.624610775212318,4.895408773724254,1.7460801946571993,0.3833483746806394,1.922614326331361,2.1964333648033985,3.40724061669954,3.1919254184343866,63.37037001035306,-21.99975472482388
81,19.562992791456292,37.26129644789128,7.746611888903742,1.1965217109399797,0.33351997879879935,1.9911645877802413,2.754863374164052,4.647020128400214,3.248303215977882,51.77667983598305,-18.131696461535995
82,30.759108865954587,14.577504019371402,9.341493998353606,0.8233538303426375,0.17946146188978274,1.910875234219641,1.595546039561621,1.1700208817383848,0.4202048524434018,40.80671592401246,-19.177009202218425
83,26.631497491533164,30.022633002847883,5.921548588745942,2.2615167182412854,0.15280011579329061,1.8910845567642154,2.3146110542176976,5.375656889762014,3.8511045280137517,62.4872619350606,-10.757790454881814
84,21.668517223694337,22.32082555345442,9.012713843703185,1.0812685381814497,0.3471074620418635,1.405923871073324,2.305867107784847,3.0185401148621365,2.0107728752371634,44.81883711702444,-30.240771737989455
85,37.75397468841958,28.742575189906542,6.911167705007994,2.2269719010843434,0.33941591175854147,1.3817217192528184,1.5113075882396476,2.333676854955486,3.2720165570240716,57.632205251755174,-16.70201308294534
86,35.25009990738149,11.33069597811771,5.18277186206601,2.981676429254912,0.30976437838984494,1.4640664639848464,1.8691745564666604,4.168852715659978,2.7276921119235,64.51397883178717,-37.62703559114239
87,20.721927000495285,20.674413847258975,3.3574196623888852,1.1020048841086942,0.26820995700666406,1.604370814841397,3.950556750261402,5.607394597951111,4.684963774912157,72.62393126948744,-28.058300792038697
88,11.307743913971217,15.71748137795273,2.752645680374953,0.8975912348191442,0.2629754126517232,1.3777387951591962,7.995398938806682,16.60835319060851,5.776603187761156,74.81047467934903,-14.007865741118732
89,19.143042202332925,13.508199292864427,10.00002015720344,2.6240549751104916,0.1674238614847191,1.677147012860857,2.477877684969616,9.122343493774492,0.6644194103502411,42.19346821251785,-19.59375305244991
90,21.94557045753943,10.877840255327246,2.830639642954215,2.2123230786341934,0.13858029770095504,1.425356504689556,4.062581553808289,10.762207567367923,4.426341135068274,78.0404867771193,-20.795922418948642
91,31.148764913540862,11.210276487743894,10.123597514678568,2.7349981198099327,0.17497378063584887,1.8209798432968316,1.51350197761616,3.6131043670666863,-0.3613677037533862,45.38011690966401,-14.770143883749995
92,39.86075446102053,31.08071140248016,7.817603493284269,2.6453314498140874,0.17480919968756153,1.465972541748093,1.3458880121160999,2.355495283538682,2.4499488743563735,55.15684832284768,-32.54961471491552
93,20.677445971523788,24.922396125220335,7.377948051349845,1.2485788901424593,0.38694698654365656,1.4545207939311748,2.670708986992702,4.248644778975795,2.683749071632467,54.025474309811194,-26.301864266932718
94,32.87643441356301,19.55734293470063,6.020180206684234,1.9579992255588465,0.24167740282701447,1.4905008790356007,1.859524064031767,2.9268226316756563,3.2428707435665296,61.86088149146167,-20.868627731648346
95,27.795307496866638,12.625654629448599,9.79384302388451,2.193528658426331,0.39761945827977696,1.6046067330615705,1.724420617306868,3.6322296549818485,0.9095786667029919,42.98854642718841,-14.01553621676683
96,30.75105396100531,15.212849098748535,6.780760138689831,1.781108140553918,0.13749991882391838,1.2938001536485708,1.8732341331802376,2.8183198563863994,2.658214806319624,59.794249333168764,-36.2946930298147
97,14.533823570442406,18.12340994343289,5.6081490918762515,2.3682386342227613,0.2916120024565116,1.9135892518320765,4.358144239419131,19.45887088167011,4.148958377747896,64.44702429039847,-35.4468192427548
98,21.966288781784698,24.597307046094546,5.92012349742698,2.7606924550208887,0.24212411476704668,1.359056579149571,2.8065267567058965,9.215112156043963,3.8839797558467968,59.78798120306904,-10.317053426026856
99,17.225676931708733,38.10070969946036,8.771898538178341,2.232619484857786,0.19201121186818376,1.2286021893224077,2.940141021298844,9.841473019211262,2.98784775877273,48.62753442975651,-31.559605072459632
100,20.303680421449748,20.18760763152524,9.202010371716813,2.6874191587343903,0.3129544167532743,1.6341974751128212,2.4354270803800975,8.625812980808991,2.025699271020815,49.01988118044442,-34.077130493572824
101,25.393844625970065,20.7040978036487,7.037283276635567,1.464452601167154,0.12857017988175226,1.5561113254623027,2.226692695164011,3.4130818169277015,2.8099240325536066,53.960738809908435,-35.17705784735646
102,29.99873650492215,31.40902276216461,2.32749290208484,2.1687516843494516,0.10190006495058054,1.2996076898503035,3.277510661329866,6.158035392939677,5.736066147454399,80.8143062645009,-21.08659302381496
103,13.177254551704413,24.55948776060927,2.880494419892579,1.6262377437060411,0.1473807066516979,1.3595177008965407,6.7070694662908314,21.62617106806302,5.821444426288739,77.0126918974854,-17.59372452972462
104,13.926848519922423,18.474684351351694,9.810862512305441,1.3603440186415898,0.1909085569737306,1.6039202371991668,3.4386249687028947,8.964236024571383,1.6030109116623916,41.909966740323405,-21.359668900994965
105,19.65941819404924,14.683367713899804,6.655975210679639,3.1324007543896593,0.3775538772982652,1.9972156480069136,2.957431879954545,13.002585261026606,2.8921220128678176,58.44002833875908,-39.622753254493006
106,29.84693009998731,11.160322585245904,9.91383894358647,2.455509041791675,0.30659114554788575,1.2660083691831576,1.5961388224189874,3.4025963801317616,0.3784766014633277,44.55901470787569,-37.892610131475735
107,35.39518675812166,16.63673424906609,6.633761173610128,1.079476088852718,0.2507901933417543,1.2259186292291642,1.6453834884521017,1.2956439738394379,2.556151794310691,55.60075259846705,-23.777655272872668
108,26.5977203439014,37.66880335898912,8.559459904939285,2.5570319948932023,0.27696923380628363,1.7463570641396462,1.927629937944948,5.006640910928032,2.047775184376718,53.269458430678476,-38.9921452591112
109,35.633574625735136,39.81534289460031,7.477796190182599,2.794862543475185,0.23911526904936978,1.9200013596945806,1.5393772205967817,3.310169697325329,2.851699294311093,57.62733544757361,-26.289338707860246
110,21.545134338272835,34.12560971222644,7.74123699729492,1.8813788973658188,0.12328984511746902,1.372284840347219,2.502285566953226,5.71530613465499,3.504036305543729,53.70641078957924,-14.222388893270544
111,19.503636913551393,23.850806530953722,6.529069657250265,2.4872437840116124,0.3801333895333059,1.6352851655225067,3.0098857071876792,10.272061791487738,3.7575980417801302,58.557518106862695,-33.01267014507443
112,20.627940267750354,31.434166613664786,8.276128473802444,2.988807790052588,0.260406733266221,1.4432099803124934,2.527678194971123,9.639169264896536,2.6865182577874798,53.15613535984621,-31.836737023462476
113,15.132454876152973,34.70043492959951,6.191348871962049,3.197452498615346,0.2771388114618665,1.6447168413885722,3.9837239195624012,22.544505592168253,4.032163105922559,66.17762419252725,-32.1595186252215
114,34.87337903505671,20.78295933573024,8.631373432592294,2.119975975934856,0.3119339035107472,1.2079775253180574,1.4640546073539513,2.2942950725841067,1.7064077882543687,48.58347640937164,-28.153114989375652
115,20.160125377429797,15.32709552723533,4.539827153388389,2.3047807453019558,0.38744512686349597,1.4533645276444467,3.4920332583949167,10.516607826494106,3.8108573578041787,72.51329768730304,-21.917284546941943
116,26.571102258822194,14.874537804228229,2.5515222746546256,1.7457990245181325,0.21333150010209978,1.413718524943259,3.5341258142109178,6.095673206789621,4.917508859978962,76.14454207917011,-25.068976679948303
117,27.356544043264986,27.220500818379254,3.4273475619661156,2.5975038842760996,0.28077804561160924,1.4009267968981192,2.9617674312497124,7.374183152499841,4.54464666955202,73.02397518617045,-32.66888044087444
118,25.645991781919967,11.873126728852618,5.222728810521154,1.4512762489105784,0.3493143011834666,1.3957042711717658,2.559310759146282,3.795968657186227,3.295848826105523,62.81249865626521,-11.204671758906311
119,10.080641937229622,39.81374627653346,9.253358974953127,1.6643175487334354,0.3741507529080089,1.947322997128931,4.891627353322569,22.192171983907986,2.9788538152255666,40.0,-15.686131691959975
120,39.650362578484604,23.3991952396448,9.228138907143364,2.3846658578217483,0.32784448318601456,1.737193674958677,1.2453374097997947,2.0218992545504357,1.7669617162838342,47.24238413713849,-15.013426245673266
121,37.1602472698483,16.859981954603512,4.970667852026812,2.790314385496456,0.1588842895697658,1.5279954047732585,1.8105281931121235,3.6046364134500126,3.3061771533135342,66.79263137128734,-32.39808600597894
122,16.229075835889734,25.53759560740689,5.5975501620395836,3.0308405557688283,0.28075064639842934,1.697503264455405,3.9065957415846837,19.628575540245798,3.4718375468473863,65.09905187952113,-22.961917014695118
123,18.774682383772742,17.462278007169516,6.590120095751611,1.1540156833626058,0.11086948538131841,1.7736784714532856,3.1122322295462603,5.18025472687986,2.8333928532104227,55.584185019518635,-34.00239809859112
124,25.600304592174503,28.512828173279186,7.521653276791323,2.9195640416298105,0.2309447864554298,1.717848282077765,2.136433953751528,6.5665620380481355,2.8855698379024965,55.03500413421254,-37.49831327661719
125,37.05734117982012,34.6396316498977,5.712572165316548,2.6459417610053015,0.1752200878866126,1.8894016695834517,1.6935622062619984,3.3067016619148153,3.9359603012417805,65.37212797884347,-26.862109713745205
126,39.5089265473517,22.684045959671547,7.843045584891718,1.0509972393689357,0.2462396754775786,1.6349596296208373,1.3556689817795085,0.9650564578962122,2.366728771275079,50.74899357206951,-33.704917901946786
127,17.72626192462249,32.1153817007362,6.374800631089815,2.657685518106594,0.22553016412795138,1.3284089105008257,3.351512113270933,13.092541948898488,3.985864413574646,65.42365967192795,-37.879403391853614
128,26.930771287743447,27.76507419638745,3.559333417725009,1.1958634857769026,0.35121395912308495,1.9481410244466624,2.952283989916132,3.6026255204082607,4.367238339189576,71.70769674828819,-23.549274643889373
129,34.20906052411537,15.080168591715255,8.943887476300592,2.4367776546461557,0.3657109713373127,1.7458413139837,1.4661788428752287,2.8214585188833783,1.0955440573497972,49.59360385063448,-24.962462783465725
130,21.831101618583247,16.426367810506054,5.440807316455048,1.3734306992492407,0.20609462093442982,1.8421413052620381,2.945668936639362,5.047462596581817,3.63058883979648,62.45204717010334,-34.24234188769756
131,31.932191075336714,26.34036824296232,3.006231659486465,1.6204558814974168,0.31946347604679276,1.5642967596542108,2.7092639463346946,3.6568477031906967,4.9098799868715215,70.64497051678333,-34.57648923582855
132,14.832070432876446,35.47238803837162,4.042325536818433,1.4844361733754814,0.32577951787154436,1.4963329196134336,5.03006778130433,13.311308694552999,4.9143543257792475,72.43002426453985,-36.68335693110373
133,28.020957035007697,23.327523809962493,5.921000361974345,1.458536176461212,0.2618022113886036,1.8959756565840298,2.1999395682371867,3.133090178188202,3.6706635508915415,60.01657166057283,-23.774633608172138
134,35.97593374909794,28.77368840016531,6.55683595818896,1.7323741393871177,0.2672343962621889,1.4125729655759838,1.6282910098469086,2.0581311485291263,3.1213115800143063,56.691647945336655,-23.308063652330205
135,39.50564827610667,32.7658805126972,9.415241372825896,2.636223932622937,0.18908561207475433,1.6693786880111343,1.2374177376993933,2.216230932944658,1.182945799542491,44.72779917491469,-39.577272091534766
136,12.380973711340472,33.95279539336159,4.858638327514855,3.161913960088228,0.3759789643461888,1.773870116717443,5.49641064063159,38.012067770028,5.302144964251495,65.75102224029776,-29.51135856849907
137,22.85041824102848,29.427991400219607,9.221966994612426,2.4525682770982518,0.1020765457434735,1.6002936387112991,2.161649733665449,6.190262922129669,1.6611768012119452,43.51252095945094,-34.55585425855035
138,16.136285786392833,33.45471649334581,3.291078166539351,1.258529323186819,0.3554686755451999,1.3155913075616126,5.124111641997498,10.401199697997734,5.979040544835488,75.20020635013068,-16.153113279737948
139,23.519094715562044,28.152724046433168,3.7634769614756927,3.1594280449571324,0.12884297929615882,1.2297286595818637,3.2875777086568037,11.406725580124984,4.60202996578369,74.34000154985934,-37.30723353467552
140,26.432907178865623,37.73429921283004,3.6698738977629928,1.7515619547121786,0.13292242794244097,1.6367314113109286,2.962243515051825,5.253638384290546,5.1280600017653635,75.05061749135064,-38.80483857699291
141,12.799801311094624,20.267337536205915,6.910077240410904,2.4036723963666007,0.3350211565847363,1.3968286529395226,4.45806688391355,21.94474216729115,3.66480128996635,56.068286482211136,-22.10500801444993
142,18.905823264420384,35.08768378705899,6.6246391944009835,1.5471089220693182,0.29654881257060073,1.7965051364477702,3.0825813778974007,6.844174039364418,4.0200353401079765,59.125390907179174,-10.4171442703161
143,37.82752720456442,29.43764742333855,4.693414649203882,1.77345478371186,0.28985538631983454,1.8750899545774582,1.8303698123899814,2.343774130909211,3.7572639743425804,65.89241794189923,-20.58044987386862
144,27.070111942905857,27.196757215231564,8.52193521408444,2.3810884191851898,0.2868966830461957,1.81669867487839,1.8981568354714387,4.5377604069971005,2.0377816898391474,50.711692033336256,-22.354032515786578
145,23.722359925708357,31.54280953023353,6.829073444513874,2.710064950425412,0.39351755290473234,1.5548986006070873,2.4196495886126894,7.346293235041133,3.0616561914947575,57.2630001181175,-22.00002166235579
